,user_id,location_id,rating
217,44,0,40.0
218,44,1,40.0
219,44,3,40.0
220,44,4,30.0
221,44,5,50.0
222,44,6,50.0
223,44,7,40.0
224,44,9,50.0
225,44,10,40.0
226,44,11,50.0
227,44,12,40.0
228,44,13,50.0
229,44,14,50.0
230,44,15,50.0
231,44,16,50.0
232,44,17,40.0
233,44,18,40.0
234,44,21,30.0
235,44,22,50.0
236,44,23,40.0
237,44,24,40.0
238,44,26,40.0
239,44,27,40.0
240,44,29,40.0
241,44,30,40.0
242,44,31,40.0
243,44,32,30.0
244,45,0,30.0
245,45,7,50.0
246,45,8,40.0
247,45,10,50.0
248,45,12,40.0
249,45,30,40.0
250,46,0,50.0
251,46,6,50.0
252,46,7,50.0
253,46,10,50.0
254,46,19,30.0
255,47,0,40.0
256,47,14,50.0
257,48,0,50.0
258,48,30,30.0
259,49,0,50.0
260,49,7,50.0
261,49,12,50.0
262,49,13,40.0
263,49,18,50.0
264,50,0,50.0
265,51,0,50.0
266,51,3,50.0
267,51,6,40.0
268,51,7,50.0
269,51,9,50.0
270,51,12,40.0
271,51,13,40.0
272,51,14,50.0
273,51,15,50.0
274,51,18,40.0
275,51,20,50.0
276,51,22,50.0
277,51,23,50.0
278,51,24,40.0
279,51,28,50.0
280,51,30,50.0
281,51,31,40.0
282,51,32,50.0
283,51,33,50.0
284,52,0,50.0
285,52,3,50.0
286,52,13,50.0
287,52,19,20.0
288,53,0,50.0
289,54,0,50.0
290,54,7,50.0
291,55,0,40.0
292,55,4,40.0
293,55,9,40.0
294,55,15,30.0
295,55,16,40.0
296,55,20,30.0
297,55,21,30.0
298,55,22,30.0
299,55,23,30.0
300,56,0,40.0
301,57,0,50.0
302,57,15,50.0
303,57,22,40.0
304,57,28,30.0
305,58,0,40.0
306,58,8,50.0
307,58,13,40.0
308,59,0,50.0
309,59,1,50.0
310,59,6,50.0
311,59,7,50.0
312,59,13,50.0
313,59,14,50.0
314,59,15,40.0
315,59,23,40.0
316,59,26,40.0
317,59,31,40.0
318,60,0,50.0
319,60,3,50.0
320,60,13,50.0
321,60,15,50.0
322,60,28,50.0
323,61,0,50.0
324,61,6,50.0
325,61,7,50.0
326,61,13,40.0
327,61,27,10.0
328,61,28,40.0
329,62,0,50.0
330,62,3,50.0
331,62,13,50.0
332,62,18,50.0
333,62,27,50.0
334,62,29,50.0
335,62,32,50.0
336,63,0,50.0
337,63,13,40.0
338,64,0,40.0
339,64,15,50.0
340,64,22,40.0
341,64,32,40.0
342,65,0,50.0
343,65,3,50.0
344,65,6,50.0
345,65,13,50.0
346,65,18,30.0
347,65,27,30.0
348,65,30,40.0
349,66,0,40.0
350,66,13,40.0
351,66,15,40.0
352,66,18,40.0
353,67,0,50.0
354,67,1,50.0
355,67,6,50.0
356,67,12,50.0
357,67,13,50.0
358,67,14,50.0
359,67,15,50.0
360,67,16,50.0
361,67,21,50.0
362,67,22,50.0
363,67,23,50.0
364,67,26,50.0
365,67,27,50.0
366,67,29,50.0
367,67,30,50.0
368,67,31,40.0
369,67,32,40.0
370,67,33,50.0
371,68,0,50.0
372,69,0,50.0
373,70,0,50.0
374,70,10,50.0
375,71,0,40.0
376,71,10,40.0
377,71,12,40.0
378,71,13,40.0
379,71,27,40.0
380,72,0,40.0
381,72,13,40.0
382,72,27,40.0
383,72,28,50.0
384,73,0,40.0
385,73,9,50.0
386,73,30,40.0
387,74,0,50.0
388,74,1,50.0
389,75,0,50.0
390,76,0,20.0
391,76,13,40.0
392,77,0,40.0
393,77,6,40.0
394,77,8,40.0
395,77,13,40.0
396,77,22,50.0
397,77,24,40.0
398,77,27,40.0
399,78,0,40.0
400,78,13,40.0
401,79,0,50.0
402,79,6,50.0
403,79,8,50.0
404,79,12,40.0
405,79,13,50.0
406,79,15,50.0
407,79,17,50.0
408,79,23,50.0
409,80,0,40.0
410,80,8,50.0
411,80,32,40.0
412,81,0,50.0
413,82,0,30.0
414,82,7,50.0
415,82,30,30.0
416,83,0,50.0
417,83,26,50.0
418,84,0,50.0
419,84,6,50.0
420,84,13,50.0
421,84,22,50.0
422,84,27,50.0
423,85,0,50.0
424,86,0,40.0
425,86,12,40.0
426,86,13,40.0
427,86,18,40.0
428,87,0,50.0
429,88,0,50.0
430,88,7,50.0
431,88,14,50.0
432,89,0,50.0
433,89,6,40.0
434,89,7,50.0
435,89,24,50.0
436,90,0,30.0
437,90,14,30.0
438,90,17,30.0
439,91,0,50.0
440,91,1,50.0
441,91,10,40.0
442,92,0,40.0
443,92,1,40.0
444,92,6,40.0
445,92,7,50.0
446,92,9,40.0
447,92,10,40.0
448,92,14,30.0
449,92,16,20.0
450,93,0,30.0
451,93,10,40.0
452,93,26,30.0
453,94,0,50.0
454,95,0,50.0
455,95,6,50.0
456,95,15,50.0
457,95,28,40.0
458,95,29,50.0
459,95,32,10.0
460,96,0,50.0
461,96,15,50.0
462,96,22,50.0
463,97,0,40.0
464,97,32,30.0
465,98,0,50.0
466,98,4,50.0
467,98,12,50.0
468,98,21,50.0
469,98,24,50.0
470,98,26,50.0
471,99,0,50.0
472,100,0,40.0
473,101,0,50.0
474,102,0,50.0
475,103,0,50.0
476,104,0,50.0
477,104,6,50.0
478,104,11,50.0
479,105,0,50.0
480,105,15,50.0
481,106,0,50.0
482,107,0,50.0
483,107,6,50.0
484,107,24,50.0
485,107,26,50.0
486,108,0,50.0
487,108,10,50.0
488,108,12,40.0
489,108,29,50.0
490,109,0,50.0
491,109,6,50.0
492,109,11,50.0
493,110,0,30.0
494,110,11,50.0
495,110,22,40.0
496,110,30,50.0
497,111,0,40.0
498,112,0,50.0
499,113,0,50.0
500,114,0,50.0
501,114,6,50.0
502,114,26,50.0
503,114,32,30.0
504,115,0,40.0
505,115,12,50.0
506,115,20,50.0
507,116,0,40.0
508,116,6,50.0
509,116,10,50.0
510,116,30,40.0
511,117,0,40.0
512,117,1,50.0
513,117,4,40.0
514,117,6,50.0
515,117,8,50.0
516,117,10,40.0
517,117,14,50.0
518,117,25,50.0
519,118,0,50.0
520,118,7,40.0
521,118,30,50.0
522,119,0,50.0
523,120,0,40.0
524,120,1,30.0
525,120,4,50.0
526,120,12,50.0
527,120,26,50.0
528,121,0,40.0
529,122,0,50.0
530,122,9,40.0
531,122,28,40.0
532,123,0,40.0
533,123,9,40.0
534,123,14,50.0
535,123,15,50.0
536,123,16,50.0
537,123,21,40.0
538,124,0,50.0
539,124,1,50.0
540,124,6,50.0
541,124,12,50.0
542,124,14,50.0
543,124,17,50.0
544,124,22,50.0
545,124,23,50.0
546,125,0,40.0
547,126,0,50.0
548,127,0,50.0
549,127,28,40.0
550,127,29,40.0
551,127,32,40.0
552,128,0,50.0
553,128,9,50.0
554,128,16,50.0
555,128,23,50.0
556,128,25,50.0
557,129,0,50.0
558,130,0,50.0
559,131,0,50.0
560,131,8,50.0
561,131,10,50.0
562,131,12,50.0
563,131,23,50.0
564,131,26,50.0
565,131,33,50.0
566,132,0,50.0
567,132,6,50.0
568,132,7,50.0
569,132,11,50.0
570,132,12,40.0
571,132,14,50.0
572,132,15,40.0
573,132,16,50.0
574,132,21,50.0
575,132,23,50.0
576,132,28,30.0
577,132,30,50.0
578,133,0,50.0
579,133,10,30.0
580,133,20,40.0
581,133,22,50.0
582,133,30,30.0
583,134,0,50.0
584,135,0,50.0
585,136,0,50.0
586,136,10,50.0
587,136,23,50.0
588,137,0,50.0
589,137,6,50.0
590,137,12,40.0
591,137,22,50.0
592,137,33,40.0
593,138,0,50.0
594,139,0,40.0
595,139,15,50.0
596,140,0,50.0
597,141,0,50.0
598,141,7,50.0
599,141,9,50.0
600,141,10,50.0
601,141,14,50.0
602,141,15,50.0
603,141,16,50.0
604,141,17,50.0
605,141,20,50.0
606,141,21,50.0
607,141,22,50.0
608,141,23,50.0
609,141,24,50.0
610,141,25,40.0
611,141,28,40.0
612,141,29,50.0
613,141,32,50.0
614,141,33,30.0
615,142,0,50.0
616,143,0,50.0
617,144,0,50.0
618,144,4,50.0
619,144,6,50.0
620,144,8,50.0
621,144,28,50.0
622,144,30,50.0
623,145,0,50.0
624,145,7,50.0
625,145,10,50.0
626,145,21,50.0
627,146,0,50.0
628,146,16,50.0
629,147,0,40.0
630,147,1,50.0
631,147,6,50.0
632,147,8,50.0
633,147,10,50.0
634,147,11,50.0
635,147,12,50.0
636,147,16,50.0
637,147,17,50.0
638,147,20,50.0
639,147,22,50.0
640,147,28,50.0
641,147,29,50.0
642,148,0,50.0
643,148,6,50.0
644,148,11,40.0
645,148,15,50.0
646,148,26,40.0
647,148,29,50.0
648,149,0,50.0
649,149,28,50.0
650,150,0,50.0
651,151,0,50.0
652,151,22,50.0
653,152,0,40.0
654,152,7,40.0
655,152,14,50.0
656,152,15,40.0
657,152,16,40.0
658,152,21,40.0
659,152,22,50.0
660,152,23,40.0
661,152,28,40.0
662,152,30,30.0
663,153,0,40.0
664,153,7,50.0
665,154,0,20.0
666,155,0,50.0
667,155,29,40.0
668,156,0,40.0
669,157,0,50.0
670,158,0,40.0
671,158,29,50.0
672,159,0,40.0
673,159,6,40.0
674,159,8,50.0
675,159,30,40.0
676,160,0,20.0
677,160,12,30.0
678,161,0,40.0
679,161,6,40.0
680,161,9,40.0
681,161,12,40.0
682,161,22,50.0
683,161,28,40.0
684,161,30,40.0
685,162,0,40.0
686,162,1,40.0
687,163,0,50.0
688,163,10,40.0
689,164,0,40.0
690,164,6,40.0
691,164,12,40.0
692,164,15,40.0
693,164,26,50.0
694,165,0,40.0
695,165,7,50.0
696,166,0,50.0
697,167,0,50.0
698,167,6,50.0
699,167,9,50.0
700,167,10,50.0
701,167,16,50.0
702,167,23,40.0
703,167,25,50.0
704,168,0,50.0
705,169,0,50.0
706,169,10,50.0
707,169,11,50.0
708,169,12,50.0
709,169,15,50.0
710,169,20,50.0
711,170,0,50.0
712,170,10,50.0
713,171,0,30.0
714,171,12,40.0
715,172,0,40.0
716,172,7,40.0
717,172,29,50.0
718,173,0,50.0
719,173,12,30.0
720,173,15,50.0
721,173,21,50.0
722,174,0,50.0
723,174,6,30.0
724,174,9,40.0
725,174,10,40.0
726,174,20,40.0
727,175,0,40.0
728,175,21,40.0
729,176,0,50.0
730,177,0,50.0
731,177,14,40.0
732,177,26,50.0
733,177,28,50.0
734,178,0,50.0
735,179,0,40.0
736,179,1,40.0
737,179,6,50.0
738,179,10,40.0
739,179,15,50.0
740,180,0,40.0
741,180,6,50.0
742,180,9,50.0
743,180,30,40.0
744,180,32,50.0
745,181,0,40.0
746,181,6,30.0
747,181,7,40.0
748,181,23,30.0
749,182,0,50.0
750,182,6,50.0
751,182,7,50.0
752,182,9,50.0
753,182,10,50.0
754,182,11,50.0
755,182,12,50.0
756,182,15,50.0
757,182,17,50.0
758,182,22,50.0
759,182,26,50.0
760,182,28,40.0
761,182,31,40.0
762,182,32,40.0
763,183,0,50.0
764,183,1,50.0
765,183,4,50.0
766,183,7,50.0
767,183,9,50.0
768,183,11,50.0
769,183,12,40.0
770,183,24,50.0
771,183,28,50.0
772,183,29,40.0
773,184,0,50.0
774,184,28,40.0
775,185,0,40.0
776,185,23,40.0
777,185,29,40.0
778,186,0,50.0
779,187,0,50.0
780,187,12,20.0
781,187,20,30.0
782,187,21,50.0
783,188,0,50.0
784,188,12,50.0
785,189,0,50.0
786,190,0,40.0
787,190,7,50.0
788,190,23,50.0
789,191,0,50.0
790,192,0,50.0
791,192,30,40.0
792,193,0,40.0
793,193,1,50.0
794,193,4,50.0
795,193,6,50.0
796,193,14,50.0
797,193,15,50.0
798,193,20,50.0
799,193,21,50.0
800,193,33,40.0
801,194,0,50.0
802,195,0,40.0
803,196,0,50.0
804,196,1,50.0
805,196,22,40.0
806,197,0,40.0
807,198,0,40.0
808,198,7,50.0
809,198,16,40.0
810,198,23,40.0
811,198,24,40.0
812,198,29,40.0
813,198,33,30.0
814,199,0,50.0
815,199,25,40.0
816,200,0,50.0
817,201,0,50.0
818,201,15,50.0
819,201,20,50.0
820,201,22,50.0
821,201,29,40.0
822,201,30,40.0
823,202,0,50.0
824,203,0,50.0
825,203,1,50.0
826,203,6,50.0
827,203,15,50.0
828,203,17,50.0
829,203,21,50.0
830,203,28,50.0
831,204,0,50.0
832,204,28,50.0
833,205,0,50.0
834,206,0,50.0
835,207,0,50.0
836,207,6,50.0
837,207,7,40.0
838,207,8,40.0
839,207,10,50.0
840,207,12,50.0
841,207,13,40.0
842,207,14,40.0
843,207,15,50.0
844,207,16,50.0
845,207,17,50.0
846,207,18,30.0
847,207,20,50.0
848,207,21,30.0
849,207,23,40.0
850,207,24,40.0
851,207,26,50.0
852,207,27,30.0
853,207,28,50.0
854,207,29,30.0
855,207,30,50.0
856,207,32,50.0
857,207,33,50.0
858,208,0,50.0
859,208,26,50.0
860,209,0,50.0
861,209,1,50.0
862,210,0,50.0
863,210,23,50.0
864,210,29,50.0
865,210,33,50.0
866,211,0,40.0
867,211,4,40.0
868,211,7,40.0
869,211,8,40.0
870,211,14,40.0
871,211,26,40.0
872,211,29,40.0
873,211,30,40.0
874,212,0,50.0
875,212,14,30.0
876,213,0,40.0
877,214,0,50.0
878,214,17,50.0
879,215,0,50.0
880,215,4,40.0
881,215,6,50.0
882,215,7,40.0
883,215,9,40.0
884,215,20,50.0
885,215,21,50.0
886,215,22,50.0
887,215,28,50.0
888,216,0,50.0
889,216,9,50.0
890,217,0,50.0
891,218,0,50.0
892,218,9,50.0
893,218,24,50.0
894,219,0,50.0
895,219,1,50.0
896,219,4,50.0
897,219,6,50.0
898,219,7,50.0
899,219,9,50.0
900,219,10,50.0
901,219,11,50.0
902,219,14,50.0
903,219,15,50.0
904,219,16,50.0
905,219,17,50.0
906,219,20,50.0
907,219,21,50.0
908,219,22,50.0
909,219,23,50.0
910,219,24,50.0
911,219,25,50.0
912,219,26,50.0
913,219,28,50.0
914,219,29,50.0
915,219,32,50.0
916,219,33,50.0
917,220,0,50.0
918,220,8,50.0
919,220,26,50.0
920,221,0,50.0
921,221,15,30.0
922,221,30,50.0
923,222,0,50.0
924,222,9,50.0
925,222,17,40.0
926,222,29,40.0
927,222,30,40.0
928,222,32,40.0
929,223,0,50.0
930,223,17,40.0
931,223,28,40.0
932,224,0,50.0
933,225,0,30.0
934,225,7,50.0
935,226,0,30.0
936,226,23,30.0
937,226,28,40.0
938,226,29,40.0
939,226,32,30.0
940,226,33,30.0
941,227,0,50.0
942,227,9,50.0
943,228,0,40.0
944,228,7,50.0
945,229,0,50.0
946,230,0,50.0
947,231,0,40.0
948,231,17,50.0
949,231,24,50.0
950,232,0,50.0
951,232,7,50.0
952,233,0,40.0
953,233,23,50.0
954,233,32,30.0
955,234,0,30.0
956,234,9,40.0
957,234,11,40.0
958,234,15,40.0
959,234,23,50.0
960,234,28,40.0
961,234,29,30.0
962,234,30,30.0
963,234,32,20.0
964,234,33,20.0
965,235,0,40.0
966,235,28,50.0
967,236,0,50.0
968,236,14,40.0
969,236,16,40.0
970,236,20,30.0
971,236,21,40.0
972,236,30,40.0
973,237,0,50.0
974,238,0,40.0
975,238,3,40.0
976,238,9,40.0
977,238,10,50.0
978,238,13,40.0
979,238,15,40.0
980,238,17,50.0
981,238,29,30.0
982,238,31,40.0
983,238,32,50.0
984,239,0,40.0
985,239,11,50.0
986,239,14,50.0
987,239,21,50.0
988,239,24,30.0
989,239,26,50.0
990,239,32,50.0
991,240,0,40.0
992,240,15,40.0
993,240,28,40.0
994,240,29,50.0
995,240,30,50.0
996,241,0,50.0
997,241,4,40.0
998,241,9,40.0
999,241,15,30.0
1000,241,26,30.0
1001,242,0,50.0
1002,242,14,50.0
1003,242,21,40.0
1004,243,0,40.0
1005,243,7,50.0
1006,243,15,50.0
1007,244,0,30.0
1008,245,0,50.0
1009,245,10,50.0
1010,246,0,40.0
1011,246,22,50.0
1012,246,28,50.0
1013,247,0,50.0
1014,248,0,40.0
1015,248,6,50.0
1016,248,12,30.0
1017,248,14,50.0
1018,248,16,40.0
1019,248,21,50.0
1020,248,30,50.0
1021,249,0,50.0
1022,249,7,50.0
1023,250,0,50.0
1024,250,7,50.0
1025,250,9,50.0
1026,250,26,50.0
1027,251,0,50.0
1028,251,4,40.0
1029,251,9,50.0
1030,251,10,50.0
1031,251,17,40.0
1032,251,20,30.0
1033,251,23,40.0
1034,251,29,50.0
1035,251,33,30.0
1036,252,0,40.0
1037,253,0,40.0
1038,253,9,40.0
1039,254,0,50.0
1040,255,0,40.0
1041,256,0,10.0
1042,257,0,50.0
1043,257,4,50.0
1044,258,0,50.0
1045,259,0,40.0
1046,259,10,50.0
1047,260,0,50.0
1048,260,4,50.0
1049,260,10,40.0
1050,260,16,50.0
1051,260,21,50.0
1052,260,24,50.0
1053,260,25,50.0
1054,260,26,50.0
1055,261,0,40.0
1056,261,9,50.0
1057,262,0,40.0
1058,262,9,50.0
1059,262,16,40.0
1060,262,22,50.0
1061,262,33,40.0
1062,263,0,50.0
1063,263,4,50.0
1064,264,0,40.0
1065,264,10,30.0
1066,265,0,50.0
1067,266,0,40.0
1068,266,1,30.0
1069,266,4,40.0
1070,266,7,40.0
1071,266,9,40.0
1072,266,10,40.0
1073,266,14,30.0
1074,266,15,30.0
1075,266,16,30.0
1076,266,20,50.0
1077,266,21,50.0
1078,266,26,40.0
1079,266,28,40.0
1080,266,32,30.0
1081,267,0,40.0
1082,268,0,40.0
1083,268,4,50.0
1084,268,7,50.0
1085,268,9,50.0
1086,268,14,40.0
1087,268,15,50.0
1088,268,21,50.0
1089,268,22,40.0
1090,268,23,50.0
1091,268,26,40.0
1092,268,28,40.0
1093,268,33,40.0
1094,269,0,50.0
1095,269,7,50.0
1096,270,0,30.0
1097,271,0,40.0
1098,271,8,30.0
1099,271,11,30.0
1100,271,12,30.0
1101,271,14,50.0
1102,271,15,40.0
1103,271,20,40.0
1104,271,28,40.0
1105,272,0,50.0
1106,272,4,50.0
1107,272,8,50.0
1108,272,10,50.0
1109,273,0,40.0
1110,273,10,40.0
1111,274,0,50.0
1112,275,0,50.0
1113,276,0,50.0
1114,276,7,50.0
1115,276,16,50.0
1116,276,21,50.0
1117,276,23,50.0
1118,276,24,50.0
1119,277,0,50.0
1120,278,0,50.0
1121,278,29,40.0
1122,279,0,50.0
1123,280,0,50.0
1124,280,7,50.0
1125,281,0,50.0
1126,281,1,50.0
1127,282,0,40.0
1128,282,14,30.0
1129,283,0,50.0
1130,284,0,50.0
1131,285,0,40.0
1132,285,16,40.0
1133,285,23,40.0
1134,286,0,50.0
1135,286,28,50.0
1136,286,32,40.0
1137,286,33,40.0
1138,287,0,50.0
1139,287,9,40.0
1140,287,15,40.0
1141,287,17,50.0
1142,287,22,50.0
1143,287,28,40.0
1144,287,29,30.0
1145,287,33,40.0
1146,288,0,50.0
1147,288,7,50.0
1148,288,15,30.0
1149,289,0,50.0
1150,290,0,50.0
1151,291,0,50.0
1152,292,0,50.0
1153,292,7,40.0
1154,292,9,40.0
1155,292,10,50.0
1156,292,24,50.0
1157,292,29,50.0
1158,292,31,40.0
1159,293,0,50.0
1160,293,7,50.0
1161,293,9,50.0
1162,293,15,50.0
1163,293,17,50.0
1164,293,22,40.0
1165,293,28,50.0
1166,293,29,40.0
1167,294,0,50.0
1168,294,23,50.0
1169,295,0,50.0
1170,295,10,50.0
1171,296,0,30.0
1172,297,0,40.0
1173,297,15,40.0
1174,298,0,40.0
1175,298,16,40.0
1176,298,25,40.0
1177,299,0,50.0
1178,300,0,50.0
1179,300,9,50.0
1180,300,29,50.0
1181,301,0,50.0
1182,301,4,50.0
1183,301,9,50.0
1184,301,15,50.0
1185,301,23,50.0
1186,301,24,50.0
1187,302,0,10.0
1188,303,0,40.0
1189,303,15,40.0
1190,303,22,50.0
1191,303,29,40.0
1192,303,31,40.0
1193,303,32,30.0
1194,303,33,40.0
1195,304,0,40.0
1196,304,32,50.0
1197,305,0,40.0
1198,306,0,40.0
1199,306,12,50.0
1200,306,16,50.0
1201,306,20,50.0
1202,306,31,50.0
1203,307,0,50.0
1204,307,11,50.0
1205,308,0,40.0
1206,308,26,50.0
1207,309,0,40.0
1208,309,2,50.0
1209,309,3,50.0
1210,309,12,40.0
1211,309,18,40.0
1212,309,20,40.0
1213,309,22,40.0
1214,309,32,40.0
1215,310,0,50.0
1216,311,0,50.0
1217,311,20,50.0
1218,312,0,40.0
1219,312,9,50.0
1220,312,15,50.0
1221,313,0,10.0
1222,314,0,40.0
1223,315,0,40.0
1224,315,10,40.0
1225,316,0,40.0
1226,316,10,50.0
1227,317,0,50.0
1228,318,0,50.0
1229,319,0,50.0
1230,320,0,50.0
1231,320,15,40.0
1232,321,0,40.0
1233,322,0,50.0
1234,322,26,50.0
1235,322,31,30.0
1236,322,32,40.0
1237,322,33,50.0
1238,323,0,50.0
1239,323,9,50.0
1240,323,10,50.0
1241,323,16,50.0
1242,323,20,50.0
1243,323,21,50.0
1244,323,28,50.0
1245,324,0,50.0
1246,324,7,50.0
1247,324,22,50.0
1248,324,32,30.0
1249,325,0,50.0
1250,326,0,50.0
1251,326,28,40.0
1252,326,31,50.0
1253,326,32,30.0
1254,327,0,50.0
1255,328,0,50.0
1256,328,28,50.0
1257,329,0,50.0
1258,329,9,40.0
1259,329,10,50.0
1260,329,28,40.0
1261,329,32,30.0
1262,329,33,50.0
1263,330,0,50.0
1264,330,12,40.0
1265,331,0,40.0
1266,332,0,50.0
1267,332,9,50.0
1268,332,10,50.0
1269,332,11,50.0
1270,332,15,50.0
1271,332,17,50.0
1272,332,23,50.0
1273,332,24,50.0
1274,333,0,50.0
1275,334,0,40.0
1276,334,24,50.0
1277,334,32,50.0
1278,335,0,50.0
1279,335,9,50.0
1280,336,0,50.0
1281,336,14,20.0
1282,336,16,50.0
1283,336,20,40.0
1284,336,21,50.0
1285,337,0,40.0
1286,337,32,40.0
1287,338,0,50.0
1288,339,0,40.0
1289,339,4,40.0
1290,339,23,50.0
1291,340,0,50.0
1292,340,9,40.0
1293,341,0,40.0
1294,342,0,50.0
1295,343,0,40.0
1296,343,31,50.0
1297,344,0,50.0
1298,345,0,40.0
1299,345,4,50.0
1300,345,11,30.0
1301,345,29,30.0
1302,346,0,40.0
1303,346,22,50.0
1304,347,0,50.0
1305,347,7,50.0
1306,347,15,50.0
1307,347,22,50.0
1308,347,24,50.0
1309,348,0,50.0
1310,348,7,50.0
1311,348,29,30.0
1312,348,31,20.0
1313,349,0,50.0
1314,349,32,30.0
1315,350,0,50.0
1316,351,0,50.0
1317,352,0,50.0
1318,352,15,40.0
1319,353,0,50.0
1320,353,4,50.0
1321,353,12,50.0
1322,353,16,50.0
1323,353,20,50.0
1324,353,26,50.0
1325,354,0,40.0
1326,354,29,40.0
1327,355,0,50.0
1328,355,31,50.0
1329,356,0,50.0
1330,357,0,50.0
1331,357,11,50.0
1332,357,21,40.0
1333,357,23,40.0
1334,358,0,50.0
1335,358,9,50.0
1336,359,0,50.0
1337,359,7,50.0
1338,359,23,50.0
1339,360,0,40.0
1340,361,0,40.0
1341,362,0,50.0
1342,363,0,50.0
1343,364,0,50.0
1344,365,0,50.0
1345,365,4,30.0
1346,365,9,50.0
1347,365,15,50.0
1348,365,33,40.0
1349,366,0,40.0
1350,367,0,50.0
1351,367,28,50.0
1352,367,29,30.0
1353,367,31,50.0
1354,367,33,50.0
1355,368,0,50.0
1356,369,0,30.0
1357,369,9,50.0
1358,369,16,50.0
1359,370,0,50.0
1360,370,7,50.0
